"x","y","type"
18.1165282822393,6.29759201325981,"A"
13.105480466853,11.529595744244,"A"
17.7090089788061,10.0390787696557,"A"
17.5574869620345,15.1464728053591,"A"
19.9514773349601,16.5765142189246,"A"
19.214505960785,16.6571895763067,"A"
19.5636773200748,15.9963673885746,"A"
17.6955330487699,10.9174954717781,"A"
14.0390859619181,9.14368286581533,"A"
24.5363174826193,11.9939293872713,"A"
15.1762530721254,11.7127493981994,"A"
18.6371317992581,6.38062637069428,"A"
22.5338855980495,11.008248675713,"A"
17.5659232338296,11.1518971066882,"A"
16.5024407997595,17.581896394512,"A"
18.1037490327138,15.3155220923765,"A"
22.6138776805963,12.8025451025103,"A"
16.6234654578237,14.0851442121134,"A"
14.8676878312039,10.8735087581683,"A"
19.8125140978707,18.6364469998975,"A"
19.2535633707332,17.6148199243508,"A"
22.7980091724823,17.4471854512481,"A"
13.822883482287,16.7454445271389,"A"
20.1113614026857,16.3392538225422,"A"
19.3075986894248,20.1347529798285,"A"
24.2842032007815,19.6606601690849,"A"
18.4728961981845,15.6240551729674,"A"
20.5156439205926,20.3427965299313,"A"
13.7946765706291,19.4928221271458,"A"
16.9506990087927,18.3524174842267,"A"
14.2091060220573,18.3771851574477,"A"
22.1624161968694,17.1249546145064,"A"
20.8640245043225,16.9711481427672,"A"
10.3050948855294,20.3190201349741,"A"
13.1773067504763,22.5124778626908,"A"
14.481301558389,20.2571314248947,"A"
12.0880641366389,25.5084074255745,"A"
20.8598582864026,19.6648034999362,"A"
20.253651501274,21.7567550574474,"A"
15.837069898844,19.9176196210864,"A"
16.9622221369162,22.2110676376104,"A"
18.6444098804121,19.7159333910828,"A"
17.3358776413954,23.2288239721347,"A"
17.8320760394828,27.9378095690833,"A"
12.4141542008193,29.626290323703,"A"
16.121335622737,29.2139391291307,"A"
20.4028439972854,24.122253249432,"A"
12.8045607313251,21.5378988055445,"A"
17.072275243267,30.9878585616879,"A"
21.0946981097772,22.8877858879225,"A"
17.254019611139,29.190651987927,"A"
19.7296758477603,27.04185744422,"A"
14.3955978402155,27.717573116283,"A"
9.28308643650816,23.5323929479007,"A"
20.6125340839236,34.1776558373124,"A"
17.1836951764293,29.3961656080061,"A"
13.7380368147582,27.0021791045008,"A"
14.6639963124086,23.8590480394822,"A"
13.7102419889591,28.921988123138,"A"
11.9848570144298,27.1402510324692,"A"
13.7129673538774,29.1337100101867,"A"
13.7254947219886,29.2219659356695,"A"
14.1767753929309,26.6251803409195,"A"
10.8353902969759,30.3268016966266,"A"
12.0484715436284,25.3520887711909,"A"
14.1809233486971,32.0785505052841,"A"
6.47156667460479,30.698069994899,"A"
14.2143491560535,32.1964187381068,"A"
9.61785284482909,29.2374775513617,"A"
14.2412778748058,25.358892544013,"A"
14.514966569973,28.2069036837852,"A"
15.3197532785597,30.1173535585942,"A"
12.4356861572668,32.9475857581263,"A"
17.9182062622907,39.0920397651585,"A"
13.7046364955739,30.8565167747958,"A"
11.5943558142039,40.4389585213193,"A"
6.7852767357172,35.8890136387656,"A"
9.95962726549156,36.6765373497839,"A"
6.60723210653618,37.041490115768,"A"
11.2867391267827,32.2234187583309,"A"
7.47043496061293,41.1317249966768,"A"
4.88425764179572,37.6330939589305,"A"
11.305294710592,35.1982731310563,"A"
2.93599157707449,33.5878001559031,"A"
12.8273631374384,35.0321756387005,"A"
4.4606157757325,39.1494535850531,"A"
5.5147397872187,33.1884200093127,"A"
7.49975141179985,39.9358052855561,"A"
4.64649683043251,38.616177773791,"A"
10.083247327994,36.2648505300126,"A"
9.2568501573878,41.867102436631,"A"
6.51153280621253,35.9692287726452,"A"
8.10646882303548,39.4620873241814,"A"
5.88907704320392,41.812092897788,"A"
4.1325663645719,38.1530926844216,"A"
2.53155592368196,46.3635538270082,"A"
3.41745970876034,42.6994761044306,"A"
-0.80837806246338,39.7778849125522,"A"
4.59938989314723,35.9567769740892,"A"
7.45845191536485,43.9247141630813,"A"
3.92175187023134,41.6901654523204,"A"
7.09982530089051,42.911979374474,"A"
0.956538314307269,43.3853600131959,"A"
5.81367244189443,41.4194097738232,"A"
2.43078409218901,43.3983988756243,"A"
-1.10190156560693,43.6229126519897,"A"
-0.0266109949949808,39.8114744417128,"A"
-0.830394313544079,37.17216927689,"A"
-3.19514445799484,42.8385310712835,"A"
2.8043302298642,44.4979785070872,"A"
-2.03839342665171,44.2071589412969,"A"
-3.37087671406822,37.4634060266481,"A"
0.611648942998817,38.3569693084954,"A"
-3.26536537183477,42.7746793410736,"A"
-6.96455376046639,42.7072560884378,"A"
-8.20173782110175,43.1112329868886,"A"
-1.21141464650094,46.2889813433272,"A"
-5.70152323230201,43.8500459990051,"A"
-8.47455159804056,43.4594573816761,"A"
-4.6355089826745,45.6116762743876,"A"
-7.87269965521779,44.788089392921,"A"
-9.14209051168809,47.7733097049393,"A"
-3.55683901848972,44.2269905187447,"A"
-8.6134663046155,45.7142647434633,"A"
-7.35009283431099,42.2406746093051,"A"
-9.83295571185631,43.3144051080004,"A"
-5.03049750352902,40.8504784595357,"A"
-10.5507806881828,44.9770972965822,"A"
-9.8840871409648,41.4991624787315,"A"
-11.2422175256477,44.5724811420543,"A"
-6.09386553083326,47.8903829881806,"A"
-9.48588313256672,43.4744036401374,"A"
-9.30691416084954,47.3669329215394,"A"
-13.3842459125991,46.2419886866141,"A"
-11.024878069825,44.2543471559774,"A"
-19.8990114795883,47.867812924379,"A"
-13.6437820550903,43.7933227418129,"A"
-7.79569239973619,50.8191523506046,"A"
-18.6587163128775,42.0931963611202,"A"
-18.9273358091625,49.6200354315554,"A"
-11.5705184913719,48.8629893299254,"A"
-13.9680886002995,46.6353100648106,"A"
-14.3991312344935,45.2064809873983,"A"
-17.2779576730777,39.9098070321555,"A"
-18.3343634730987,43.1190557510124,"A"
-16.1169852129346,52.4801641004634,"A"
-21.9867996096,45.7093072096558,"A"
-24.6628530857701,47.5653605004108,"A"
-22.0436062819907,46.0168287846476,"A"
-22.9907261884929,46.5437648236617,"A"
-21.1848885599686,42.4871042210954,"A"
-25.4236420740989,42.96603414841,"A"
-25.3521813721826,43.3292348599381,"A"
-25.3472803892151,47.0568426709669,"A"
-23.9875160280656,39.6397046849639,"A"
-23.1670900998419,44.8093105790577,"A"
-25.5251089845427,49.0591670028522,"A"
-22.8865512929316,42.6679122095652,"A"
-17.3419840746945,41.956364195493,"A"
-23.6085049769084,42.5046876850078,"A"
